X,Y,Area
189741.342330041,2583330.90676084,2131.952200000000175
189686.398112592,2583388.09663409,374.983000000000004
189435.851294608,2583378.01198573,12384.637199999999211
189688.417166491,2582555.24344316,3210.642400000000180
189775.804871681,2582680.2889601,1964.640100000000075
189800.566145887,2582684.99335629,243.090000000000003
189552.153142924,2582667.9865587,9840.322700000000623
189569.183653001,2582522.1642835,162.812299999999993
189580.655431054,2582499.72362054,135.754999999999995
190175.701884696,2583781.33596862,2620.114099999999780
190126.154707367,2583675.9620588,548.874900000000025
190127.168473218,2583694.1080003,459.197499999999991
190113.311012251,2583708.0408716,167.495900000000006
190159.814998763,2583754.80372502,138.949299999999994
190140.05657691,2583705.68111148,879.350099999999998
190171.36088809,2583730.20015897,1503.414700000000039
189990.18488059,2583982.65578421,2124.661500000000160
189953.793937454,2583861.94319202,938.528699999999958
189990.885514836,2583959.30871425,2123.607100000000173
189990.463175013,2583936.4269218,2124.835599999999886
188369.512294069,2584178.29818581,2437.110000000000127
188397.374258018,2584166.55959777,2217.471900000000005
188500.531277057,2583077.27756165,1810.531899999999951
190613.220468392,2584041.21541915,697.907900000000041
190893.180041698,2584400.28537691,2030.997900000000072
190554.412590383,2584095.68463923,2194.791499999999814
190388.844039139,2584405.16064993,3782.082399999999780
190329.016619768,2584320.2234935,1579.076099999999997
190395.511781925,2583783.62552454,2690.389700000000175
190382.00498077,2583816.41817725,882.703800000000001
191914.596443878,2584382.40601516,2784.577299999999923
191848.026009982,2583789.92414547,2487.681000000000040
191267.253666481,2583720.38016573,7514.808899999999994
190993.70743023,2583739.31532767,3352.239199999999983
190969.441889732,2583744.90407906,933.743699999999990
190860.578486409,2583863.91013502,3625.114399999999932
190044.549666667,2584683.35133333,1360.798000000000002
189606.192555495,2584622.02003916,5566.010500000000320
189974.548,2584619.754,2006.031300000000101
189992.048,2584619.6545,1504.522999999999911
190012.04774663,2584619.54016569,2507.489300000000185
190105.525996366,2584618.86273663,1801.820699999999988
190124.875175429,2584616.07094564,1986.509399999999914
190329.705515815,2584510.67774604,1902.029199999999946
190258.135991698,2584511.08575737,1004.015599999999949
190156.30234837,2584511.89048281,2836.631499999999960
190067.591489259,2584512.17175574,1295.019600000000082
189996.616479193,2584512.57625306,2500.038300000000163
189974.116753772,2584512.70491664,1999.990600000000086
189954.238712519,2584513.06530565,1975.986599999999953
189944.027456962,2584507.90178297,61.252499999999998
189921.089193362,2584550.63402825,427.366199999999992
189920.919337541,2584525.28470935,427.122599999999977
189920.75109404,2584500.18601773,428.445299999999975
189920.584599684,2584475.33726928,427.898099999999999
189887.318743687,2584513.39890243,1405.563799999999901
189815.3195,2584513.81,3012.029399999999896
189919.618821448,2584447.41852496,477.295900000000017
189919.556301846,2584422.40233868,476.917599999999993
189919.441215183,2584397.26975572,475.804300000000012
189919.382777537,2584372.04452692,475.602599999999995
190045.360458621,2584302.90039158,2478.692900000000009
189882.126396654,2584303.54230309,1502.709299999999985
189802.091981029,2584303.98175864,2309.956000000000131
189876.563584635,2584199.82075738,2327.929299999999785
190028.632861262,2584199.50938475,3008.484800000000178
189771.982122822,2584126.1333344,1599.866400000000112
189794.907611962,2584091.67149537,1586.106600000000071
189815.611782863,2584057.39111494,1649.783699999999953
189832.389168293,2584029.58933603,1046.180100000000039
190539.676409228,2585777.20700421,2375.207199999999830
190849.357994208,2585229.58388884,1605.040700000000015
190609.871523774,2585194.52892124,1265.135899999999992
190596.301302049,2585198.03930844,1970.314300000000003
189323.919732966,2585751.18417856,1628.784200000000055
189410.06514814,2585646.13299792,3719.744499999999789
188894.707730807,2585097.07625447,1437.868199999999888
188845.043170569,2585101.71061258,1963.224300000000085
188075.777276016,2585005.36878892,2140.327900000000227
188392.673000437,2584971.46630654,2682.141099999999824
188422.90118372,2584971.93409819,2361.689499999999953
188442.392284819,2584972.43658072,1103.865199999999959
188651.861216171,2584994.46683539,1004.730400000000031
188870.969922579,2585023.19312744,2605.142699999999877
188947.593657958,2585033.02938073,2135.068499999999858
188837.171003258,2584913.59517986,1119.668100000000095
188821.686796031,2584911.61175564,2055.490299999999934
188800.773414027,2584909.06004791,2225.913799999999810
188562.183123128,2584878.51680575,2221.696899999999914
188542.533212104,2584876.96215262,1735.538099999999986
187982.090523662,2584919.72177712,3657.836400000000140
189484.257092728,2584504.04931467,1460.016499999999951
189556.433761106,2584378.08606115,2126.420200000000023
189536.780827031,2584395.60795691,1660.686699999999973
189462.366236821,2584419.38238372,2610.351000000000113
189618.397449199,2584262.07319823,1884.630100000000084
189423.170227783,2584601.49571947,1673.950800000000072
189427.637077439,2584578.70833499,1954.886199999999917
189423.946037167,2584555.22964668,2874.871500000000196
189417.48866136,2584533.16942239,1880.289299999999912
189412.679529711,2584515.7654038,1853.391900000000078
189408.085167275,2584499.40080187,1660.272999999999911
189403.245568422,2584482.42339491,1275.266399999999976
189367.802921668,2584362.03162631,2334.229499999999916
189361.09790545,2584338.05981161,2709.773000000000138
189306.625874652,2584530.27190536,2012.750800000000027
189312.102217899,2584549.63898617,2009.858699999999999
189317.511068865,2584568.796518,1967.684799999999996
189342.417189835,2584761.46022172,1986.698000000000093
189247.550717684,2584713.23564528,1589.551400000000058
189206.137503604,2584564.31784745,3071.392899999999827
189198.690584619,2584538.00230776,1711.014499999999998
189183.802288802,2584485.48318288,1792.939599999999928
189177.261045939,2584462.33904259,2996.139099999999871
189159.970393585,2584401.22644472,1897.132700000000114
189184.573240653,2584420.64628379,2091.983000000000175
189070.902437984,2584471.19767014,1505.533200000000079
189075.902018039,2584487.9996052,2017.721000000000004
189097.858022182,2584564.87631765,2026.551300000000083
189103.59778612,2584586.0956172,1707.564100000000053
189109.14471251,2584605.50610843,2337.838000000000193
191058.412239534,2586141.40437454,2534.613400000000183
190914.999413793,2586046.74290124,1925.730000000000018
190590.679960971,2586120.83542303,1248.745300000000043
190375.310069099,2585928.96940394,512.716099999999983
190351.503796443,2586031.10527024,3743.790599999999813
189901.355351085,2585968.3592631,3062.797799999999825
190236.049386797,2586012.74876763,1099.936899999999923
190493.556611521,2585921.04680851,990.793000000000006
190024.772382653,2585868.19454433,1300.416999999999916
188745.749247123,2585111.88514393,2323.609599999999773
188725.28249638,2585113.30259475,1573.937899999999900
188710.656574092,2585114.07892408,1384.102599999999939
188675.183644816,2585106.58096126,1212.407999999999902
194728.883066462,2587584.37208742,10235.191699999999400
192324.641680851,2584157.10037481,1709.651100000000042
192332.481801243,2584123.01379509,180.527700000000010
189114.390400782,2584626.82605725,2063.247400000000198
189149.120957338,2584746.65554682,1304.313400000000001
189153.414843614,2584762.52471755,1989.884700000000066
189158.89432965,2584781.65831199,1994.614000000000033
189027.363042863,2584713.23088575,2301.968499999999949
189021.487237516,2584692.5805063,1992.365299999999934
189017.790650946,2584677.02081882,1194.077199999999948
189012.148855478,2584657.61612755,2834.799500000000080
188907.64104064,2584288.57330636,2474.996200000000044
188901.835588636,2584267.17087554,1979.097700000000032
188896.213806122,2584248.0992945,2019.981399999999894
188890.757016659,2584228.90983908,1994.731600000000071
188886.89210401,2584214.19942341,1066.381200000000035
188810.899788746,2584729.24557158,1487.503999999999905
188807.439089978,2584714.863536,1473.204199999999901
188766.612030787,2584567.05723266,3044.445900000000165
188759.551253072,2584542.7171491,1986.437899999999900
188754.022634575,2584522.97905241,2076.873099999999795
188705.322247504,2584736.14080142,1965.375900000000001
188709.600498332,2584750.92551474,1079.286800000000085
188713.634392003,2584765.13627973,1838.319700000000012
188723.942957495,2584801.29106697,2562.884900000000016
188746.403843385,2584823.3339432,2169.202800000000025
188567.690868161,2584644.73137973,3252.989799999999832
188422.980077271,2584791.04357654,432.750900000000001
188389.794918442,2584776.94337865,2526.590400000000045
188378.023995969,2584758.47730092,1533.382499999999936
188327.621644328,2584578.06550114,1187.823300000000017
188324.027232908,2584564.57955102,1585.430299999999988
188319.766404346,2584548.77205963,1666.027499999999918
188314.885244235,2584532.49913557,1707.997399999999971
188294.060862527,2584513.86238486,2077.001999999999953
188341.612780185,2584499.39087993,962.458099999999945
188300.701648521,2584485.61880279,1946.016800000000103
188296.35247486,2584466.28168661,1980.154899999999998
188290.983146598,2584447.05132473,1985.892800000000079
188284.860891639,2584425.98502681,2372.535499999999956
188279.373311486,2584406.98189816,1556.747200000000021
188274.677604524,2584389.81561544,1980.202099999999973
188062.887163894,2584427.77435621,1211.684700000000021
188060.174199801,2584416.16883369,1175.474600000000009
187974.353987602,2584497.72849277,1776.527399999999943
187978.376462838,2584512.60493542,1295.888599999999997
187788.553365136,2584230.26001768,1897.416799999999967
187782.156261036,2584207.85495073,2819.501999999999953
187822.000431307,2584728.73669051,2752.170700000000124
187848.752171275,2584822.8970744,1978.857600000000048
187853.065984703,2584838.28366822,1175.427899999999909
187358.903370066,2584649.38193909,2083.021799999999985
187364.157388109,2584669.14537585,1964.724699999999984
187215.483848238,2584541.1844846,2489.790599999999813
187209.558157844,2584519.49973253,1972.020800000000008
187203.922308795,2584500.34727184,1987.301500000000033
187200.088298417,2584484.76590029,1189.265599999999949
190171.081670521,2584818.62161874,2190.221199999999953
190443.072909647,2584979.98622006,1665.338700000000017
190352.451409356,2585120.64559659,3817.894699999999830
189576.468382879,2585423.30511343,1218.755900000000111
189563.572448011,2585399.32806606,696.152500000000032
191080.045721875,2585429.63556786,4701.147399999999834
191126.762160027,2585214.97927011,3233.135699999999815
191057.307742374,2584840.10702201,4212.058600000000297
190998.348246338,2584854.95277735,1970.837800000000016
192343.464616914,2584199.89940203,290.551600000000008
192372.696672985,2584200.09425047,2718.186900000000151
192368.895571365,2584159.94344425,1807.948499999999967
194387.25203125,2585150.40266251,1596.256499999999960
194359.593775682,2585250.70396966,1795.783799999999928
194354.972586669,2585273.71747429,103.271600000000007
194272.845658433,2585180.47802746,1325.240000000000009
194228.56121101,2585149.51899844,1071.211000000000013
194652.929031908,2585641.68701762,2566.456299999999828
194452.067914445,2585561.46904024,5328.644400000000132
193902.270979969,2585696.55720251,3935.501699999999801
194000.120037274,2585750.01157682,3149.244400000000041
194204.447100144,2585713.71356726,1805.886999999999944
194185.42614743,2585706.68177502,2261.514999999999873
194100.892463192,2585675.04286227,1886.763899999999921
194077.838530912,2585666.44219667,3062.229800000000068
194097.17501658,2585560.70826308,1297.127400000000080
194115.069387113,2585563.04531844,2122.041299999999865
194133.142891353,2585569.39429292,1768.695099999999911
194225.552176901,2585603.92785624,1641.574000000000069
194081.673378622,2585176.71299804,2446.872600000000148
193877.668859128,2585351.61205833,1586.745699999999943
193795.540880694,2585573.29872206,1706.034900000000107
193693.699271579,2585289.3633376,2293.238800000000083
193716.426286451,2585298.05420758,2665.908699999999953
193469.575287984,2585078.09168049,2886.580500000000029
190504.937517485,2584565.70235575,1607.973500000000058
193033.182637028,2585682.40907513,2746.672799999999825
193207.495981625,2585106.22338587,3927.847900000000209
193095.759456287,2585064.14224351,3795.830100000000130
192897.137547635,2584988.77128341,2509.663900000000012
192879.565068604,2584982.05492919,1294.637799999999970
192737.757671271,2584920.55925682,3185.510600000000068
192503.346498083,2584511.06015223,1261.147799999999961
192590.165909349,2584757.13115293,1478.332799999999907
192487.35770798,2584723.83612079,1740.922499999999900
192378.338941292,2584729.92125326,2135.781399999999849
192361.573238544,2584758.7021727,2085.709800000000087
192337.392744142,2584712.73813359,197.381599999999992
192420.158386188,2584585.57538962,1919.347700000000032
192453.766146912,2584333.48139939,4129.665699999999561
191291.301842536,2584590.81212935,870.769699999999943
191281.518945717,2584548.16680912,2257.363199999999779
191260.407498241,2584575.47660521,1423.112900000000081
191266.657988893,2584607.00107444,168.229399999999998
191239.610829055,2584569.04354176,1614.077800000000025
191275.224765544,2584509.91355947,3145.579499999999825
191188.837500941,2584475.53671694,1638.384800000000041
191179.512445247,2584452.37643685,2462.375700000000052
191669.691327325,2584573.38925465,2031.947200000000066
191907.30545318,2584489.19135853,1064.205099999999902
192619.756836952,2585670.44667061,1119.155500000000075
192776.334559694,2585578.5534965,3166.698699999999917
192430.485971832,2585363.41194141,2009.832699999999932
192600.447788147,2585462.82007374,2167.164400000000114
191851.803701429,2585548.89402876,1880.292400000000043
191868.200609696,2585549.46079876,1209.646700000000010
191965.217893275,2585449.53529943,1878.597899999999981
192086.681689565,2585034.67709586,2664.151400000000194
192062.397635388,2585032.58895497,2992.826199999999972
192037.751643009,2585031.73364883,2749.719900000000052
191606.75813785,2585019.2038928,1552.314300000000003
191412.249918325,2584962.30768388,1374.071200000000090
191388.868766667,2584753.94786667,713.591999999999985
191688.561624554,2584909.81877347,2686.960099999999784
190841.709855976,2584781.94918212,1292.146199999999908
190977.695157393,2584749.42070847,2651.797099999999773
190866.651538874,2584689.46143587,1270.583300000000008
190874.832876907,2584655.85929274,847.922299999999950
191162.492561448,2584596.22802236,4604.406500000000051
191923.32332592,2584818.84310462,4160.006699999999910
192745.161868468,2586219.01697799,4127.186700000000201
192876.793682449,2586127.5164614,760.380499999999984
193039.935969489,2585912.37054406,2139.012400000000071
193023.918221253,2585912.16173302,1238.087299999999914
192994.891576407,2585909.93134328,1135.858999999999924
192454.481854811,2585892.19583293,1458.423500000000104
194454.416392191,2585861.67680668,3210.462799999999788
194201.955647245,2586223.21112541,1281.579500000000053
194214.137558693,2586193.46418577,2774.318600000000060
194281.716062266,2586013.2371677,3976.081799999999930
194297.645433789,2585971.4586703,4916.137399999999616
194124.210690766,2586124.40972542,2228.543900000000122
193943.492091524,2586189.3553193,2758.484300000000076
194085.863183488,2586014.04399549,1046.901000000000067
193934.707080923,2585848.26037961,2700.948199999999815
191121.760529654,2585873.61632635,2044.085399999999936
191152.515887655,2585866.48811451,2831.729499999999916
191486.887862781,2585667.00372261,1882.446899999999914
193079.451223085,2586886.29593106,9524.148199999999633
192225.726581862,2586853.04240543,2880.620699999999943
194769.605288837,2586562.49392034,2137.944399999999860
194887.939371204,2586437.58580816,10899.328400000000329
192802.505551467,2589130.24817836,4831.095699999999852
191563.81614783,2582234.8049915,2663.500300000000152
191140.457804749,2582139.75360406,2504.146900000000187
191130.234668127,2586804.06414223,4478.262800000000425
191148.194308711,2586537.86106952,3531.355300000000170
190402.205290769,2586599.60462912,2519.990099999999984
190348.527587262,2586630.4491261,2630.793099999999868
190786.678805028,2586619.41772146,2247.458099999999831
190689.302639869,2586766.0756273,1981.992999999999938
190579.878024701,2586790.88439998,1738.839400000000069
190557.349936954,2586796.03844653,3029.575800000000072
190697.394806581,2586884.50630068,1876.833499999999958
190944.65248857,2586818.30509838,1037.866199999999935
190955.589997713,2586816.24902317,1210.923399999999901
190967.162615107,2586813.67014536,1185.859200000000101
190974.785194402,2586933.69530361,3157.225800000000163
190912.634061201,2586956.28760594,3475.229200000000219
190618.411252741,2586978.96447446,1601.936699999999973
190503.562786221,2587027.79187101,3020.943000000000211
190476.523299515,2587034.57536451,2213.763899999999921
190179.648657335,2587299.05798288,966.552999999999997
190214.010403877,2587291.74503874,2856.730799999999817
190128.792981479,2586992.24917117,775.654499999999985
190114.85988461,2587032.45365338,3307.874099999999999
190047.769112328,2587056.47074997,2792.146900000000187
190006.560132626,2586986.62442314,815.415200000000027
190082.000323155,2586847.7553558,1419.204799999999977
190055.387749067,2586859.68295038,4223.214899999999943
189678.174621944,2586797.30448936,2328.780600000000049
190071.599905173,2586538.17051174,1305.147799999999961
190106.762766005,2586539.83841856,2611.677799999999934
189918.047199602,2586404.78821886,1748.442000000000007
189721.058004379,2586397.81180261,1253.284400000000005
189706.545944562,2586396.86678431,2063.279300000000148
189742.534664646,2586281.37439942,1398.540600000000040
189155.960923916,2586951.81127053,2833.222299999999905
189639.311697283,2586790.3643976,3367.547099999999773
189610.476456465,2586797.53596087,2667.406800000000203
189316.26935104,2586827.90450479,4065.034099999999853
189345.231121252,2586824.97992705,1991.101899999999887
189000.233356769,2586867.61302163,3016.443299999999908
189524.946294582,2586707.38648282,3906.074300000000221
189466.759054849,2586709.32139562,3926.928199999999833
189257.980861114,2586716.38997742,1472.138400000000047
189244.140912079,2586716.35398776,1349.000299999999925
189374.266603681,2586322.24353198,20225.106400000000576
189419.711435798,2586266.43387872,2718.380999999999858
189338.931907519,2586436.88481504,1618.663500000000113
189612.458233492,2587598.68286003,4014.190399999999954
189495.764824538,2587304.39162424,1375.165600000000040
189456.912338059,2587449.78655602,2926.196600000000217
189409.397944861,2587428.10296374,1445.615500000000111
189401.580892138,2587418.22143404,1580.975899999999911
189359.792734519,2587372.27196409,2618.282999999999902
189337.61227937,2587357.76966446,2535.300999999999931
189313.607912013,2587332.35637039,3585.963400000000092
189130.364840902,2587482.81828129,1097.625099999999975
188976.269286255,2588017.93120629,2049.411200000000008
188951.180535779,2587910.79626291,1184.848600000000033
188966.085719863,2587693.95533578,485.320600000000013
188638.706037134,2587830.37703544,1220.768499999999904
188963.554658613,2587621.6400758,3181.681199999999990
188822.890681001,2587177.84066734,905.286399999999958
188956.06628814,2587208.59208117,1848.921199999999999
189061.435475624,2587198.35910415,1290.378400000000056
189223.785756774,2587246.514469,1149.773200000000088
189266.551494509,2587171.26836053,1459.048700000000053
189435.233264215,2587200.59430059,1156.324000000000069
189407.634271274,2587206.10326763,1739.213500000000067
189421.138412118,2587136.09911604,2058.588499999999840
189392.755011261,2587138.61268432,2047.064000000000078
188531.400616178,2587690.97890373,954.045899999999961
188472.197913516,2587740.4134059,4539.567200000000412
188256.62599001,2587768.03671754,3349.717200000000048
188225.914624497,2587773.76308937,2523.680100000000039
187724.174752155,2587960.56294445,3211.655799999999999
188053.616216262,2587916.75015771,3785.189300000000003
188212.580192929,2587896.01709201,1014.046600000000012
188222.459282723,2587894.91963048,994.886700000000019
188066.14388434,2588023.76670704,929.811199999999985
188040.086570256,2588027.11850331,4505.206600000000435
187392.5115184,2587783.90512017,2507.142100000000028
190208.341047594,2588993.73765459,3232.528499999999894
189917.499630498,2588988.56543795,3134.448400000000220
189904.001533645,2588551.10518939,1206.586600000000089
189866.995285828,2588585.91098415,2145.496500000000196
189869.465018221,2588401.71081093,1394.020899999999983
190363.29098881,2588336.68421019,1204.305800000000090
190116.928886561,2588331.9842182,4127.979099999999562
189777.437472325,2588812.99445456,911.981800000000021
189778.229362113,2588798.48213118,1169.456200000000081
189726.984121357,2588764.91784233,1959.626199999999926
189780.692239926,2588701.613543,1257.858799999999974
190233.057888262,2588226.02548945,1226.850599999999986
190407.819638768,2588111.07323428,1326.298299999999927
190515.742096742,2588368.24235428,1097.670900000000074
190495.035852389,2587673.89478468,1143.149899999999889
190483.475483523,2587674.74092755,1464.113399999999956
190098.003164984,2588025.35064881,2026.567299999999932
190182.09883018,2587903.8594537,3047.760099999999966
192783.749933446,2587556.03642968,1001.447300000000041
192367.603685699,2588118.88487782,1723.203199999999924
192086.80672247,2588165.76521484,615.451000000000022
192075.051951442,2588159.61162461,1037.794599999999946
191668.666455566,2587556.13356157,284.770800000000008
191594.534963469,2587366.77358423,1384.803599999999960
191583.279270495,2587382.82153938,2476.729299999999967
191568.693333413,2587403.43134203,2508.590900000000147
191505.234895463,2587492.1507965,1228.879799999999932
191498.192214959,2587501.98936489,1162.695699999999988
191420.790205168,2587608.37389957,1098.652599999999893
191414.261406509,2587617.66683064,1097.299500000000080
191407.731601586,2587626.55862619,1039.484699999999975
191244.776390907,2587478.22808715,848.393000000000029
192080.314266667,2587427.26396667,361.666200000000003
191666.881540354,2587091.76056758,716.078800000000001
191666.081384049,2587070.6257681,573.364599999999996
191622.727496256,2589376.85083317,3121.886700000000019
191665.208723849,2589347.19638891,1092.836099999999988
191199.659903406,2589030.57980281,3443.536300000000210
190978.277793248,2588814.33386395,2134.302000000000135
191073.578555802,2588503.76525666,2182.569599999999809
190907.810962722,2588232.27512479,1987.217799999999897
189257.885468745,2589843.02169581,914.030499999999961
189514.692244385,2589719.59433434,6076.211100000000442
189588.507985535,2589681.12428345,2451.684299999999894
189370.645663046,2589608.73455742,1557.188000000000102
189306.69168722,2589520.98841067,2223.135200000000168
189328.464633197,2589514.5726613,2217.934400000000096
189398.888544991,2589506.64853776,1362.547100000000000
189408.487954124,2589506.91003807,1086.688599999999951
189606.169054268,2589530.15069152,2934.214500000000044
189545.245768447,2589528.96581524,2580.685800000000199
189494.213223795,2589527.94909606,1302.880300000000034
189480.238259361,2589527.65463571,1334.659900000000107
189464.319993166,2589527.27209671,1669.237599999999929
189475.672538705,2589415.3621198,3585.277599999999893
189469.006983414,2589306.40050105,5851.747800000000097
189547.935282796,2589307.94491576,3560.696399999999812
189726.57629859,2589312.2302723,1687.561699999999973
189788.054205282,2589317.70312211,1960.130799999999908
189817.030124049,2589313.9972937,3426.633699999999862
190191.006877185,2589325.30120944,1537.946699999999964
190206.802392028,2589325.37305331,1633.834399999999960
190264.48316728,2589326.42436677,4384.698599999999715
189986.128188392,2589213.70618084,3372.833700000000135
189646.02762522,2588888.31374496,1364.480099999999993
189624.8946167,2588879.15630543,3717.992299999999886
189440.236849716,2588654.29419771,1716.062699999999950
189525.08423738,2588656.07636827,1541.485100000000102
